dis	rel	gene
C0038379	disease_gene	SUFU
C0027794	disease_gene	GHRL
C0428977	disease_gene	CYP1A1
C0007194	disease_gene	MLX
C1837142	disease_gene	NPAP1
C0030312	disease_gene	ITK
C4255213	disease_gene	SDHD
C0236736	disease_gene	SYT13
C0206064	disease_gene	MTHFR
C0876973	disease_gene	CR2
C0028754	disease_gene	HDAC4
C3150819	disease_gene	IMPG2
C1835581	disease_gene	EZH2
C4020899	disease_gene	TECR
C0026827	disease_gene	HADHA
C2315100	disease_gene	TAZ
C0004352	disease_gene	MAOB
C1837098	disease_gene	SNAP25
C0010346	disease_gene	TCF7
C0014553	disease_gene	CHD2
C0030849	disease_gene	KRAS
C0005779	disease_gene	SOS2
C0302501	disease_gene	PAX3
C0266617	disease_gene	ERF
C0007370	disease_gene	GCG
C0007621	disease_gene	MIR185
C1608410	disease_gene	KIF1C
C0271344	disease_gene	TNFRSF11A
C0233715	disease_gene	EP300
C1855681	disease_gene	NPHP4
C0524851	disease_gene	GPX3
C0031117	disease_gene	CACNA1B
C2678045	disease_gene	FAM58A
C0423224	disease_gene	ERCC6
C0018800	disease_gene	ADRA2C
C0339527	disease_gene	RPE65
C3551430	disease_gene	KRAS
C0156312	disease_gene	AR
C4280663	disease_gene	EIF2B3
C1112705	disease_gene	GJA8
C0011581	disease_gene	RORA
C0005741	disease_gene	SMC3
C0007786	disease_gene	CASP3
C0001125	disease_gene	LIPT1
C1609433	disease_gene	RET
C1291329	disease_gene	TALDO1
C1839039	disease_gene	GNAS
C0011570	disease_gene	MCHR1
C0036341	disease_gene	PLA2G4B
C0015300	disease_gene	COL11A2
C4021768	disease_gene	AKT1
C4280644	disease_gene	PPARG
C0023893	disease_gene	ISG20
C0086132	disease_gene	SYNDIG1
C4280320	disease_gene	RAF1
C0011991	disease_gene	NCF4
C0020255	disease_gene	CCDC22
C0232744	disease_gene	PEX2
C4014283	disease_gene	TUBB
C0007758	disease_gene	RNF216
C1835581	disease_gene	MECP2
C0005586	disease_gene	MAOA
C4020875	disease_gene	BRAF
C3714756	disease_gene	NPC2
C0025362	disease_gene	TSC2
C0240912	disease_gene	RAPSN
C1859773	disease_gene	SOX2
C0014065	disease_gene	FGFR1
C1856468	disease_gene	ECEL1
C1837463	disease_gene	ELN
C0240635	disease_gene	CHL1
C1836830	disease_gene	NAGA
C0234133	disease_gene	NAGA
C1832603	disease_gene	MYH6
C0017639	disease_gene	TREM2
C3553368	disease_gene	COMP
C0240295	disease_gene	PEX7
C0027626	disease_gene	NME1
C0259817	disease_gene	INSR
C4280619	disease_gene	SATB2
C0020621	disease_gene	SST
C0023380	disease_gene	NDUFV2
C0033578	disease_gene	USO1
C4020899	disease_gene	APOC2
C0085581	disease_gene	SGCG
C0002395	disease_gene	EIF2S1
C1857423	disease_gene	CRB2
C3277671	disease_gene	JAK2
C0011991	disease_gene	TCF3
C1867873	disease_gene	FGFR1
C1850900	disease_gene	MALT1
C0025362	disease_gene	DCHS1
C4021975	disease_gene	ARVCF
C0018843	disease_gene	JUN
C0027092	disease_gene	CRYAA
C1862132	disease_gene	FGFR2
C4024818	disease_gene	CRX
C1853144	disease_gene	FGF3
C1384606	disease_gene	CCR6
C0009806	disease_gene	PCCA
C0426414	disease_gene	GBA
C0234162	disease_gene	VLDLR
C1864694	disease_gene	C7
C3552853	disease_gene	AIPL1
C1857353	disease_gene	POMT2
C1858732	disease_gene	XRCC4
C1843367	disease_gene	PTDSS1
C0149793	disease_gene	CALR
C0011053	disease_gene	PRDM5
C0014859	disease_gene	AQP3
C1846149	disease_gene	SUCLA2
C1842820	disease_gene	ND1
C1849016	disease_gene	UFSP2
C0038356	disease_gene	RXRB
C1710096	disease_gene	MAML3
C0003469	disease_gene	UCN
C0426891	disease_gene	EZH2
C0241074	disease_gene	PAX2
C0026848	disease_gene	COX3
C0011175	disease_gene	VPS33B
C4024317	disease_gene	GDF5
C0151740	disease_gene	PDE4D
C0152423	disease_gene	AGA
C1843765	disease_gene	PRRT2
C0221357	disease_gene	FLNA
C4020848	disease_gene	IL12B
C0346379	disease_gene	GNAQ
C0238207	disease_gene	GLI3
C0011168	disease_gene	NUP62
C1868684	disease_gene	CDC6
C3278923	disease_gene	AP4B1
C4018860	disease_gene	GNAS
C4020871	disease_gene	TREX1
C0001969	disease_gene	CD19
C0033578	disease_gene	SRD5A1
C0220981	disease_gene	IVD
C0036341	disease_gene	FGFR2
C4021782	disease_gene	AIRE
C1866231	disease_gene	AIP
C0542519	disease_gene	EYA1
C4024780	disease_gene	RAD51C
C0557874	disease_gene	FGFR1
C4020876	disease_gene	RAD51C
C0022346	disease_gene	PKLR
C1850189	disease_gene	PAX1
C0001418	disease_gene	IFNA1
C1836635	disease_gene	MFAP5
C0036341	disease_gene	PLA2G4D
C0010278	disease_gene	CTSD
C0232939	disease_gene	IL17RD
C4025016	disease_gene	HOXD13
C0149516	disease_gene	DNAI1
C0750937	disease_gene	ATXN10
C0151786	disease_gene	TTC19
C0026760	disease_gene	PHYH
C0521525	disease_gene	SMAD4
C4020886	disease_gene	AHI1
C0085605	disease_gene	IRF5
C4021956	disease_gene	RIPK4
C3714756	disease_gene	SMO
C3888208	disease_gene	SPG41
C3550658	disease_gene	TMEM216
C0079731	disease_gene	PTGS2
C0877326	disease_gene	CLCN7
C0022665	disease_gene	IL2
C2227134	disease_gene	SOST
C0037315	disease_gene	NPAP1
C0442874	disease_gene	PEX5
C0021655	disease_gene	LIPE
C0041755	disease_gene	BCHE
C0038273	disease_gene	FOXG1
C0241355	disease_gene	TACR3
C0000832	disease_gene	NOS3
C0022650	disease_gene	SOD1
C1142533	disease_gene	MED12
C0423224	disease_gene	PLEC
C0006663	disease_gene	NOTCH1
C1720189	disease_gene	KCNA1
C0431890	disease_gene	LETM1
C0027627	disease_gene	MMP9
C1839604	disease_gene	CPT2
C0020459	disease_gene	SH2B1
C0020757	disease_gene	KRAS
C4025252	disease_gene	GATA4
C0349588	disease_gene	HIRA
C4280639	disease_gene	FGFR1
C0520459	disease_gene	TLR4
C0341787	disease_gene	DHCR7
C0085584	disease_gene	TRNC
C0743912	disease_gene	PRF1
C0221354	disease_gene	DSE
C0002878	disease_gene	GATA1
C4280645	disease_gene	PRKAR1A
C0948023	disease_gene	SLC9A3R1
C1458155	disease_gene	NAT2
C1861403	disease_gene	NAA10
C0007222	disease_gene	PON2
C1836550	disease_gene	NDUFB3
C4280532	disease_gene	HRAS
C0014836	disease_gene	CYBB
C0018418	disease_gene	AXL
C0375206	disease_gene	APOA1
C0043325	disease_gene	LMNA
C0036341	disease_gene	MDK
C1855333	disease_gene	RAB3GAP1
C0750937	disease_gene	PDYN
C0014544	disease_gene	BCKDK
C1860844	disease_gene	TERT
C0025362	disease_gene	ACTA2
C1835581	disease_gene	AIP
C0027121	disease_gene	IGKC
C0023892	disease_gene	SLC4A2
C0035243	disease_gene	LEPR
C0017638	disease_gene	APOD
C0033860	disease_gene	PSORS5
C0033687	disease_gene	LMNA
C1848431	disease_gene	MOCS1
C1840646	disease_gene	HNF1A
C0085584	disease_gene	AMT
C4280645	disease_gene	CUL7
C1704417	disease_gene	APOB
C0423250	disease_gene	GALNS
C1386048	disease_gene	TTC37
C4021753	disease_gene	GCK
C0029410	disease_gene	COL2A1
C4020810	disease_gene	PHGDH
C4280641	disease_gene	STAMBP
C0241703	disease_gene	ORC4
C0878544	disease_gene	LDB3
C0345309	disease_gene	CYP11B1
C1837385	disease_gene	LIAS
C0476397	disease_gene	ROM1
C1855751	disease_gene	SEC24C
C1292120	disease_gene	LBR
C4083076	disease_gene	OFD1
C0016382	disease_gene	COL1A1
C0241054	disease_gene	MEFV
C1849089	disease_gene	RBM8A
C0231246	disease_gene	SLC12A1
C4022962	disease_gene	KIF22
C0014175	disease_gene	PLA2G2A
C0023893	disease_gene	B4GALT5
C4023918	disease_gene	GLI2
C0024121	disease_gene	GJA1
C1858430	disease_gene	GBA
C0023467	disease_gene	SGK1
C0013362	disease_gene	PIK3R5
C0684276	disease_gene	HCFC1
C0542476	disease_gene	TREM2
C0007959	disease_gene	MPZ
C1864580	disease_gene	SARS2
C0027498	disease_gene	MEFV
C1854467	disease_gene	HSPD1
C0033578	disease_gene	CCHCR1
C1853743	disease_gene	NECAP1
C0426790	disease_gene	B3GAT3
C0024421	disease_gene	GTF2I
C0037932	disease_gene	PLOD2
C0685840	disease_gene	MKS1
C0302501	disease_gene	OPHN1
C0266435	disease_gene	KDM6A
C0349588	disease_gene	TNNT3
C0007193	disease_gene	RAF1
C4280808	disease_gene	VAX1
C1835581	disease_gene	PTCH1
C1862761	disease_gene	HFE
C0424503	disease_gene	ETFDH
C0349588	disease_gene	BUB1B
C1845977	disease_gene	GK
C4023403	disease_gene	BMPR2
C0392386	disease_gene	SLC19A2
C0221354	disease_gene	IFT52
C0149645	disease_gene	ARSB
C0234632	disease_gene	LRPAP1
C2675334	disease_gene	VCP
C0748140	disease_gene	PLOD1
C0028754	disease_gene	HADH
C0233315	disease_gene	SLC27A4
C1866195	disease_gene	MKRN3
C0011570	disease_gene	TPH2
C1858085	disease_gene	HSPG2
C0023473	disease_gene	HSPA5
C0018798	disease_gene	RAD51C
C1862475	disease_gene	INVS
C0003811	disease_gene	ND5
C0878544	disease_gene	TNF
C0917816	disease_gene	AKT3
C0267839	disease_gene	TNFRSF1A
C0004943	disease_gene	APOB
C0751916	disease_gene	PLP1
C0700208	disease_gene	UBE3A
C1864472	disease_gene	PCAP
C0002878	disease_gene	NRAS
C0236969	disease_gene	CDH13
C4020875	disease_gene	ITPR1
C0038271	disease_gene	NPC2
C0234629	disease_gene	CRX
C0028738	disease_gene	ERCC1
C0266371	disease_gene	FSHR
C1865292	disease_gene	RET
C4021972	disease_gene	MKKS
C0426789	disease_gene	TRAPPC2
C0423903	disease_gene	KIF1BP
C0037889	disease_gene	SPTB
C4025726	disease_gene	GUSB
C4280644	disease_gene	PAX3
C1837066	disease_gene	STK4
C1839039	disease_gene	COQ2
C0020620	disease_gene	CLCF1
C3551426	disease_gene	KRAS
C0018784	disease_gene	COX6B1
C1457883	disease_gene	TBX1
C0149925	disease_gene	RB1
C1839767	disease_gene	FOXG1
C0339535	disease_gene	RHO
C4020875	disease_gene	GNE
C1848207	disease_gene	MAPT
C0025362	disease_gene	CLN5
C1855633	disease_gene	CTSC
C1849221	disease_gene	SLC17A5
C1853562	disease_gene	PDGFB
C1458155	disease_gene	UPK1B
C0034734	disease_gene	GSTM1
C0032617	disease_gene	AVPR2
C0027022	disease_gene	ZMYM2
C0036341	disease_gene	ERVW-4
C0002018	disease_gene	MAPT
C1864897	disease_gene	STS
C4280606	disease_gene	ELN
C0035222	disease_gene	SERPINC1
C1510497	disease_gene	EP300
C1839364	disease_gene	TNFRSF11A
C0026827	disease_gene	EXT2
C0022578	disease_gene	AIPL1
C1458155	disease_gene	HNRNPL
C1853237	disease_gene	FGFR3
C1837082	disease_gene	COL2A1
C0085762	disease_gene	MPDZ
C0037932	disease_gene	PLOD3
C0271710	disease_gene	PCSK1
C0003873	disease_gene	CCR6
C0240635	disease_gene	MOGS
C1457883	disease_gene	KDM5C
C3665347	disease_gene	CRX
C4020874	disease_gene	FLNA
C0035229	disease_gene	FBN1
C0009404	disease_gene	CRCS10
C0852036	disease_gene	HP
C0020538	disease_gene	COX2
C0013386	disease_gene	GDNF
C0008625	disease_gene	XPC
C4024827	disease_gene	SOX18
C0423221	disease_gene	PIK3R2
C0376175	disease_gene	TRIM32
C0041974	disease_gene	NOP10
C1384666	disease_gene	STAMBP
C1384666	disease_gene	MEOX1
C1262477	disease_gene	PIK3CA
C4280378	disease_gene	HPGD
C0393525	disease_gene	ATXN10
C3714756	disease_gene	POU1F1
C1851854	disease_gene	FGFR3
C0149651	disease_gene	MARS
C0008370	disease_gene	IL6
C1843637	disease_gene	NEB
C0277799	disease_gene	STIM1
C0344505	disease_gene	FGFR2
C0027066	disease_gene	TBP
C4280625	disease_gene	PLK4
C0231246	disease_gene	CPLX1
C1864696	disease_gene	DYNC1H1
C0023893	disease_gene	MMP2
C0521007	disease_gene	SYNJ1
C0035309	disease_gene	SIRT1
C0221358	disease_gene	GATA4
C3280770	disease_gene	TULP1
C0026650	disease_gene	ALDH7A1
C0009404	disease_gene	LRRC3B
C1858729	disease_gene	MTMR2
C0036341	disease_gene	CYP3A4
C2674608	disease_gene	RAB3GAP2
C0236736	disease_gene	FOS
C0424295	disease_gene	HTR2C
C0033578	disease_gene	RXRA
C4225218	disease_gene	TNFAIP3
C0029456	disease_gene	GALT
C0020796	disease_gene	SEPSECS
C4022020	disease_gene	SDHB
C1855009	disease_gene	NUP62
C0558242	disease_gene	FBN1
C1856087	disease_gene	COL1A1
C0346153	disease_gene	PPM1D
C0037822	disease_gene	CTNNB1
C3806482	disease_gene	UMPS
C0019209	disease_gene	MPV17
C3806447	disease_gene	MOCS2
C0015967	disease_gene	IL10
C0017636	disease_gene	NDRG1
C3714756	disease_gene	RNF113A
C0002170	disease_gene	RMRP
C0022665	disease_gene	CDKN1B
C0575081	disease_gene	LMNA
C0497247	disease_gene	GUCY1A3
C0029456	disease_gene	SMPD1
C1969879	disease_gene	GCK
C0011849	disease_gene	APOE
C1839039	disease_gene	HSD17B4
C4280651	disease_gene	PIGA
C0027627	disease_gene	TPM4
C0544755	disease_gene	SHOX
C2748653	disease_gene	OCRL
C0025202	disease_gene	NPAP1
C3714756	disease_gene	MMADHC
C4280629	disease_gene	ZNF592
C0232466	disease_gene	GFPT1
C4025884	disease_gene	PAFAH1B1
C0036341	disease_gene	CHL1
C4025814	disease_gene	P4HB
C0023893	disease_gene	ADGRE1
C0001807	disease_gene	TBP
C0878555	disease_gene	MUC5B
C1832603	disease_gene	TTN
C0025521	disease_gene	DHFR
C0242184	disease_gene	AHCY
C0423903	disease_gene	GRM1
C0029125	disease_gene	ND6
C0206732	disease_gene	WWTR1
C4072833	disease_gene	ERF
C0424688	disease_gene	SHH
C4024656	disease_gene	MYO7A
C0037932	disease_gene	PRKAR1A
C0151636	disease_gene	SLC25A20
C0025362	disease_gene	MID2
C0221373	disease_gene	CTDP1
C1849937	disease_gene	COL1A1
C1961102	disease_gene	NQO1
C0037274	disease_gene	ID2
C1836824	disease_gene	ST3GAL5
C1458155	disease_gene	DLL1
C4023090	disease_gene	GPI
C0858355	disease_gene	WLS
C4024441	disease_gene	GDF5
C0009363	disease_gene	SMO
C1864985	disease_gene	AFG3L2
C0242488	disease_gene	ASCL1
C0520966	disease_gene	SPTBN2
C0009375	disease_gene	SERPINB5
C1835686	disease_gene	CTSC
C0240295	disease_gene	RB1
C1842366	disease_gene	POLR1D
C0162670	disease_gene	POLG
C0023798	disease_gene	RNR1
C0008325	disease_gene	SMAD4
C1858719	disease_gene	POLG2
C0262361	disease_gene	TRNS2
C0022596	disease_gene	CSTA
C1835581	disease_gene	RAB18
C0018772	disease_gene	SLC26A2
C0311375	disease_gene	SOD2
C0001925	disease_gene	NCK1
C0265221	disease_gene	B3GALNT2
C0239676	disease_gene	PIGT
C0010417	disease_gene	CHRM3
C4082243	disease_gene	MAFB
C0026034	disease_gene	YWHAE
C0431391	disease_gene	AKT3
C0029422	disease_gene	NEU1
C3552463	disease_gene	NDUFS2
C0522055	disease_gene	GNA11
C0456070	disease_gene	AP1S1
C0423903	disease_gene	RAI1
C0241005	disease_gene	GOSR2
C0005586	disease_gene	AVPR1B
C0234958	disease_gene	TGFB1
C1866141	disease_gene	EGR2
C4280320	disease_gene	RAB3GAP2
C4021664	disease_gene	FAH
C1842366	disease_gene	PEPD
C0151786	disease_gene	SCNN1G
C4280321	disease_gene	P4HB
C0026827	disease_gene	SLC3A1
C1832567	disease_gene	CAV3
C0022665	disease_gene	NDRG1
C1865200	disease_gene	VDR
C1850415	disease_gene	ACAD9
C0438717	disease_gene	SLC22A5
C4020899	disease_gene	AGTR1
C0239815	disease_gene	TBR1
C0026106	disease_gene	PDSS1
C4020957	disease_gene	DMP1
C1970194	disease_gene	MRT10
C3806482	disease_gene	PRTN3
C3151201	disease_gene	ACTA2
C0349639	disease_gene	RRAS
C0027055	disease_gene	NOS3
C4020875	disease_gene	POMT1
C2749872	disease_gene	CACNA1H
C0001418	disease_gene	PLCE1
C0746940	disease_gene	PIGA
C1836047	disease_gene	EYA1
C0014170	disease_gene	ESR2
C0151526	disease_gene	SOD2
C0015934	disease_gene	FIG4
C0007621	disease_gene	NOS2
C1837352	disease_gene	OCRL
C0240635	disease_gene	TGFBR1
C0027746	disease_gene	IDS
C0004364	disease_gene	C1R
C0231471	disease_gene	ABCD4
C0027055	disease_gene	MIR758
C0423798	disease_gene	FANCE
C0020617	disease_gene	ABCC8
C4020854	disease_gene	PON3
C0022661	disease_gene	ACAT1
C4280320	disease_gene	FGFR3
C1853198	disease_gene	CLCF1
C4020873	disease_gene	NDUFB3
C1866934	disease_gene	SAR1B
C0021390	disease_gene	RASSF1
C0234985	disease_gene	ADA2
C1861403	disease_gene	KIF5C
C0232466	disease_gene	PEX3
C0541794	disease_gene	ERBB4
C4020899	disease_gene	EPHX1
C0398349	disease_gene	GUCY2C
C0009806	disease_gene	TCF4
C0162298	disease_gene	IRF6
C4020875	disease_gene	CDKL5
C1861443	disease_gene	GNAQ
C0005745	disease_gene	PEX11B
C0521525	disease_gene	KCNJ8
C0348890	disease_gene	TERC
C0028077	disease_gene	CRX
C0746674	disease_gene	OPTN
C0008925	disease_gene	TYMS
C0033578	disease_gene	PDIA3
C0221357	disease_gene	FGFR2
C0036857	disease_gene	HUWE1
C4021254	disease_gene	ORC1
C3665347	disease_gene	NHS
C0030354	disease_gene	DDB2
C0423414	disease_gene	PRPH2
C0009081	disease_gene	MYH8
C0014544	disease_gene	PEX26
C0032927	disease_gene	GSTP1
C1720887	disease_gene	HOXA11
C0036341	disease_gene	PON1
C1862475	disease_gene	TRAF3IP1
C0023904	disease_gene	SOX4
C0013132	disease_gene	VPS13A
C2931189	disease_gene	LMO1
C0086565	disease_gene	HADHA
C0232466	disease_gene	TPM2
C4280320	disease_gene	NFIX
C0235095	disease_gene	CLRN1
C0205768	disease_gene	TSC2
C0432197	disease_gene	WDR35
C0013274	disease_gene	SEMA3E
C0030297	disease_gene	IFNA5
C1843761	disease_gene	COL7A1
C0029089	disease_gene	PRPH2
C0154141	disease_gene	GABRA3
C2750789	disease_gene	BEST1
C0557874	disease_gene	PPM1B
C0011991	disease_gene	SCNN1A
C0236969	disease_gene	NPY
C0027627	disease_gene	STAT3
C0423109	disease_gene	EFTUD2
C0431401	disease_gene	ITPR1
C1853237	disease_gene	STK11
C3714745	disease_gene	CYBA
C0019555	disease_gene	RBBP8
C3553288	disease_gene	SLC6A5
C0014544	disease_gene	DBH
C0028738	disease_gene	NR2F1
C0497327	disease_gene	HTT
C0028738	disease_gene	PEX26
C1145670	disease_gene	NPC2
C0239998	disease_gene	OFD1
C0040588	disease_gene	DKC1
C0001973	disease_gene	ACE
C1458155	disease_gene	TNF
C4024224	disease_gene	TREX1
C0036572	disease_gene	TCF4
C0023186	disease_gene	TH
C0040822	disease_gene	KCNA1
C0557874	disease_gene	EZH2
C1837187	disease_gene	FBLN5
C0027765	disease_gene	KCNQ2
C0035220	disease_gene	MEGF10
C0026827	disease_gene	KCNE5
C0029443	disease_gene	FAM134B
C0541794	disease_gene	PON1
C1849367	disease_gene	SMARCB1
C0030554	disease_gene	KCNJ1
C0687149	disease_gene	WWOX
C1866241	disease_gene	AGPAT2
C0036857	disease_gene	SMARCA2
C0001973	disease_gene	RASGRF2
C0740392	disease_gene	ADORA1
C0344787	disease_gene	NR2F2
C4020875	disease_gene	SDHD
C0424688	disease_gene	RARS
C0521525	disease_gene	SOX9
C0038990	disease_gene	PARN
C0041948	disease_gene	NOS3
C0162557	disease_gene	INS
C1840077	disease_gene	PPP2R1A
C0025202	disease_gene	TNFRSF19
C4280612	disease_gene	EIF2AK3
C0023893	disease_gene	ALB
C1269683	disease_gene	MAOB
C2132198	disease_gene	KIT
C1838663	disease_gene	ENPP1
C0020619	disease_gene	RBP3
C1858719	disease_gene	UBA1
C4024890	disease_gene	ENPP1
C0026827	disease_gene	LAMB1
C4255213	disease_gene	HELLS
C0234376	disease_gene	POLR3B
C4280655	disease_gene	PI4KA
C1837463	disease_gene	SLC6A8
C0232466	disease_gene	DST
C0240295	disease_gene	PEPD
C4020772	disease_gene	SNRPB
C1865918	disease_gene	PHOX2A
C0025202	disease_gene	ARNT
C0426891	disease_gene	MED12
C0002395	disease_gene	NOS3
C4020875	disease_gene	NPHP3
C1840319	disease_gene	PEX1
C0002994	disease_gene	XPNPEP2
C0013491	disease_gene	PLOD1
C4021260	disease_gene	MAP3K7
C0521525	disease_gene	RAB23
C0029124	disease_gene	PEX10
C1854885	disease_gene	PLP1
C4021254	disease_gene	IRF6
C2673443	disease_gene	CASR
C0236736	disease_gene	CALM1
C1846149	disease_gene	KCNH1
C0027819	disease_gene	KRAS
C1269683	disease_gene	ADCY5
C0079773	disease_gene	MIR22
C1851120	disease_gene	HTGH
C4280663	disease_gene	PEX11B
C0426818	disease_gene	CHRNG
C0678807	disease_gene	HAND2
C0409348	disease_gene	FERMT1
C0038379	disease_gene	BAZ1B
C1836923	disease_gene	B2M
C0020538	disease_gene	SMAD4
C0086543	disease_gene	RP1
C0038363	disease_gene	CCR1
C2748653	disease_gene	RPGRIP1L
C1847584	disease_gene	SPTLC1
C0426414	disease_gene	KIF22
C0175700	disease_gene	NOG
C1848673	disease_gene	KDM5C
C0038362	disease_gene	IFNA2
C0009081	disease_gene	COG1
C1835452	disease_gene	NSMF
C0221260	disease_gene	COL7A1
C0023890	disease_gene	JUND
C0085614	disease_gene	TBX5
C0497327	disease_gene	CLN3
C0036341	disease_gene	ADCYAP1
C0025362	disease_gene	PRPH2
C0020676	disease_gene	FUCA1
C0009363	disease_gene	PDE6D
C0018989	disease_gene	ND5
C0020459	disease_gene	CNGA1
C0032927	disease_gene	MPO
C0031117	disease_gene	MKI67
C0546969	disease_gene	GJA5
C1843367	disease_gene	IKBKG
C0349588	disease_gene	RIN2
C0008312	disease_gene	LBR
C1864364	disease_gene	NPR2
C0025202	disease_gene	GNAQ
C1835884	disease_gene	CDC6
C1836440	disease_gene	YARS2
C0042138	disease_gene	CDKN1B
C1845142	disease_gene	ZDHHC15
C3551052	disease_gene	PDE6B
C1862863	disease_gene	DUSP6
C1833752	disease_gene	SNX10
C0013604	disease_gene	APOE
C0240479	disease_gene	MTM1
C0349391	disease_gene	PACS1
C0038356	disease_gene	NBAS
C1839829	disease_gene	ABCC9
C1837279	disease_gene	DYNC2LI1
C4225301	disease_gene	SPARC
C4020872	disease_gene	PRRX1
C1282971	disease_gene	VWF
C1856115	disease_gene	ZEB2
C1848673	disease_gene	COL11A1
C0002871	disease_gene	PRF1
C0011053	disease_gene	GNAS
C0015967	disease_gene	IL1B
C0038356	disease_gene	M6PR
C0026827	disease_gene	KAT6B
C0242184	disease_gene	SARDH
C0023893	disease_gene	TNFAIP8
C0332573	disease_gene	HLA-DQB1
C0149955	disease_gene	MYCN
C1167713	disease_gene	JAG1
C1858672	disease_gene	SCN2A
C3277059	disease_gene	GJA8
C1844508	disease_gene	RUNX2
C4020845	disease_gene	UMPS
C3714756	disease_gene	BBS4
C1849540	disease_gene	NPHS1
C0426415	disease_gene	AP4S1
C0268307	disease_gene	IRF5
C4020899	disease_gene	CLDN14
C0456070	disease_gene	MOCS1
C0520927	disease_gene	HESX1
C2315100	disease_gene	PEX13
C4020899	disease_gene	CRIPT
C3714873	disease_gene	FOXC1
C1291245	disease_gene	HSD11B1
C0557874	disease_gene	LAMP2
C0003811	disease_gene	CPT1A
C0029456	disease_gene	TAC3
C0020678	disease_gene	RECQL4
C0267963	disease_gene	SBDS
C4280538	disease_gene	ATR
C0020625	disease_gene	CYP11B2
C0024121	disease_gene	CHEK2
C1838869	disease_gene	SMN1
C0795917	disease_gene	HBHR
C4023096	disease_gene	ACVR1
C4020874	disease_gene	GJB1
C1856409	disease_gene	EZH2
C0473586	disease_gene	TUBB
C1458155	disease_gene	IGF1
C0019322	disease_gene	DGCR6
C0521719	disease_gene	LTBP2
C1853242	disease_gene	PTRH2
C4020894	disease_gene	LMNA
C0026826	disease_gene	DMPK
C0030567	disease_gene	IL6
C0027819	disease_gene	CDKN2A
C0018801	disease_gene	GJA1
C2677762	disease_gene	SHPK
C1860614	disease_gene	RECQL4
C0231246	disease_gene	GPR161
C0015230	disease_gene	TEK
C0019825	disease_gene	TRH
C4280629	disease_gene	ASPH
C3806482	disease_gene	NECTIN1
C0557874	disease_gene	TG
C4020875	disease_gene	PEX1
C4020868	disease_gene	VHL
C0011581	disease_gene	GRIN2A
C0031117	disease_gene	XK
C1843367	disease_gene	RLBP1
C0241908	disease_gene	COL4A3
C0018800	disease_gene	AGT
C0013362	disease_gene	GSS
C0265563	disease_gene	NOTCH2
C4023170	disease_gene	EDA
C1848862	disease_gene	CCDC8
C0432073	disease_gene	HDAC6
C0746926	disease_gene	GJB2
C0746926	disease_gene	TSC1
C0018818	disease_gene	DGCR6
C1839276	disease_gene	GPC3
C3806482	disease_gene	DNAH11
C1868571	disease_gene	EP300
C1863749	disease_gene	DYM
C0004509	disease_gene	KDM5D
